"","name","tags","service","environment","taste","price","review_number","address","features","stars"
"13","麦当劳(怡丰城店)","小吃快餐 汉堡 ","8","7.8","8","57","24封点评","#B2-40-42, VivoCity 怡丰城, 1 Harbourfront Walk, Singapore 098585
              63768197
        ","2人推荐
苹果派
2人推荐
辣腿堡
1人推荐
热香饼
","四星商户"
"14","I'M Kim Korean Bbq","烤肉 ","8.4","7.6","8.1","126","20封点评","1 Zubir Said Drive | #01-04/05/06/07, School of the Arts, Singapore, Singapore
              +65 6238 7218
        ","2人推荐
黑椒牛排
","四星商户"
"0","星巴克(樟宜机场T2店)","咖啡厅 面包甜点 ","8.5","8.7","8.7","38","29封点评","Changi Airport Terminal 2 Singapore 819643 Singapore
              
        ","2人推荐
香草拿铁
2人推荐
焦糖玛奇朵
2人推荐
抹茶拿铁
","准五星商户"
"1","星巴克(樟宜机场t1店)","咖啡厅 面包甜点 ","8.7","8.6","8.7","53","27封点评","Terminal 1#02-66, Singapore 819642
              245793
        ","","准五星商户"
"2","修姐山城烤鱼","中餐 川菜 ","9.3","9.3","9.3","121","24封点评","142 Sims Ave, 新加坡 387464
              +65-83224559
        ","10人推荐
纸包鱼
5人推荐
纸包鸡
4人推荐
香料小龙虾
","五星商户"
"3","海底捞","火锅 中餐 ","9","8.8","9","273","17封点评","Bedok Mall
              +65-63853343
        ","4人推荐
虾滑
2人推荐
豆花
2人推荐
和牛
","五星商户"
"4","Black Cow Shabu Shabu & Sukiya...","日本料理 ","8.9","9","8.7","939","16封点评","Singapore,Singapore,26 Beach Road #B1-20,189768
              653866720
        ","4人推荐
日本和牛火锅
3人推荐
金箔黑松露和牛飯
3人推荐
芝麻冰淇淋
","准五星商户"
"5","乐天小香港(The Star Vista)","粤菜 中餐 ","8.6","8.5","8.9","161","14封点评","1 Vista Exchange Green The Star Vista #B1-45
              66942915
        ","7人推荐
秘制肥婆黑叉烧
7人推荐
咸蛋虾球
5人推荐
肉松炸茄子
","准五星商户"
"6","Food Republic(City Square)","小吃快餐 ","8.5","8.5","8.6","42","15封点评","180 Kitchener Road | #04-31 | City Square Mall | Singapore 208539
              +65-66365941
        ","2人推荐
三种牛肉面
2人推荐
酿豆腐
1人推荐
肉骨茶汤
","准五星商户"
"7","报喜海南鸡饭","中餐 ","8","7.9","8.5","168","19封点评","555961,新加坡石龙岗花园路65
              62827972
        ","5人推荐
海南鸡饭
2人推荐
黑果鸡
1人推荐
臭豆虾
","准五星商户"
"8","333肉骨茶","中餐 ","7.7","7.3","8.1","80","23封点评","329765,马里士他路333#01-333
              +65-63526192
        ","5人推荐
肉骨茶
1人推荐
油条
1人推荐
猪肚汤
","准五星商户"
"9","The Pump Room","酒吧 ","8.4","8.4","8.2","
        -","9封点评","Clarke Quay The Foundry 3B River Valley Rd #01-09/10 Singapore 179021
              6334 2628
        ","2人推荐
啤酒
1人推荐
West Coast IPA
1人推荐
肉眼牛排
","准五星商户"
"10","牛一嘴","面条 小吃快餐 ","7.5","7.8","7.5","58","31封点评","10 Eunos Rd 8, #01-136 Singpost Centre, 新加坡 408600
              +65-67471588
        ","14人推荐
牛肉面
3人推荐
凉菜
3人推荐
牛肉饼
","四星商户"
"11","泰豐","小吃快餐 ","7.7","7.9","8.1","48","17封点评","Marina Bay Sands地下食阁
              
        ","4人推荐
牛肉炒粿条
1人推荐
海鲜炒粿条
1人推荐
福建面
","四星商户"
"12","Burger & Lobster(Singapore)","西餐 ","8.3","8.7","8.2","356","13封点评","78 Airport Blvd, #05-203, 新加坡 819666
              
        ","6人推荐
烤龙虾
3人推荐
龙虾三明治
2人推荐
炸薯条
","四星商户"
"13","长堤海鲜酒楼(IMM店)","海鲜 ","8.7","8.2","8.5","399","25封点评","03-07, IMM Building, 2 Jurong East Street 21
              
        ","3人推荐
首创驰名黑胡椒卡拉柏蟹
2人推荐
辣椒螃蟹
2人推荐
胡椒螃蟹
","四星商户"
"14","老街肉骨茶(suntec city mall)","小吃快餐 东南亚菜 ","7.4","7.8","8","146","17封点评","3 Tamesek Boulevard, #B1-146 Suntec City Mall, Singapore 038983
              64388866
        ","3人推荐
油条
","四星商户"
"0","Zaffron Kitchen","印度菜 ","8.3","8.6","8.6","
        -","13封点评","东海岸路135-137号
              64406786
        ","1人推荐
butter chicken
1人推荐
Lamb shank
1人推荐
Chicken masala
","准五星商户"
"1","阿头海鲜肉骨茶(新加坡分店)","肉骨茶 小吃快餐 ","9","8.9","8.7","53","17封点评","291 Lorong 15 Geylang Singapore 389338
              +65-65140161
        ","6人推荐
传统肉骨茶
3人推荐
海鲜肉骨茶
2人推荐
虾枣
","准五星商户"
"2","小康和","日本料理 ","8.2","7.8","8.7","1600","14封点评","浮尔顿路1号浮尔顿一号2层02A
              +65-64239939
        ","1人推荐
和牛刺身
1人推荐
刺身
","四星商户"
"3","Ronin","咖啡厅 ","8.6","8.4","8.6","150","17封点评","17 Hong Kong Street
              
        ","4人推荐
炒蛋吐司
1人推荐
hot chocolate
1人推荐
冷萃伯爵
","准五星商户"
"4","三盅两件(百利宫店)","中餐 ","7.8","7.7","7.7","314","26封点评","乌节路 290号 B1, 7/9号
              +65-63336228
        ","3人推荐
山水鸡
2人推荐
豆腐
2人推荐
烏雞椰子湯
","四星商户"
"5","Man Man Japanese Unagi Restaur...","日本料理 ","7.1","7.3","8.2","148","20封点评","7 Fraser St, #01-48 DUO Galleria Singapore, Singapore 189358
              +65-67021500
        ","1人推荐
鳗鱼牛肉定食 27新币
","四星商户"
"6","家嫂","中餐 ","7.8","7.3","7.8","334","22封点评","学院路2号
              +65-64736686
        ","3人推荐
魚片芽菜炒米粉
2人推荐
家嫂排骨王
2人推荐
鱼鸡米粉
","四星商户"
"7","满族全羊铺","中餐 ","8.2","8.3","8.1","188","30封点评","OutramSmith Street
              62258663
        ","4人推荐
烤羊肉串
4人推荐
烤羊排
3人推荐
烤羊腿
","四星商户"
"8","樱桃园餐厅","中餐 ","8.4","8.6","8.1","741","23封点评","莱佛士大路5文华东方酒店Level 5
              68853500
        ","","四星商户"
"9","Wine & Chef","西餐 ","8.8","8.5","9","226","16封点评","Singapore,Singapore,7 Keong Siak Road,089115
              
        ","5人推荐
北海道带子天使面
2人推荐
慢烤鸭腿
2人推荐
斯里兰卡蟹肉意大利面
","五星商户"
"10","添好运(East Coast Road)","茶餐厅 粤菜 ","7.7","8.4","8.1","108","20封点评","112 E Coast Rd #01-04
              
        ","2人推荐
酥皮焗叉烧包
1人推荐
蛋挞
1人推荐
鲜虾菠菜蒸饺
","四星商户"
"11","桃苑","中餐 ","8.3","8.5","8","610","24封点评","#33-01, OCBC Centre，65 Chulia Street
              65357833
        ","2人推荐
伦敦烤鸭
2人推荐
脆皮烧肉
2人推荐
流沙包
","准五星商户"
"12","Tsuta","面条 小吃快餐 ","7.7","8","7.2","129","67封点评","Pacific Plaza, 9 Scotts Road
              +65-673-44886
        ","12人推荐
酱油面
4人推荐
味增面
3人推荐
鸭肉拉面
","准四星商户"
"13","四指炸鸡(狮城大厦店)","小吃快餐 ","7.9","7.8","8.3","
        -","21封点评","乌节路68狮城大厦#01-3268
              63380631
        ","","准五星商户"
"14","奥运海鲜馆","海鲜 ","8.3","7.8","8.9","459","22封点评","200 Turf Club Rd, 新加坡 287994
              +65-68751895
        ","8人推荐
竹蛏
7人推荐
胡椒蟹
5人推荐
生蚝
","准五星商户"
"0","Stickhouse","西餐 ","8.1","8.3","8.7","27","26封点评","#01-02, Imbiah Station, Sentosa, 10 Beach View
              62785545
        ","3人推荐
雪糕
2人推荐
冰棍
","四星商户"
"1","SKAI","西餐 ","8.9","9","8.4","
        -","14封点评","史丹福瑞士酒店70楼
              +65-68373322
        ","5人推荐
牛排
2人推荐
松露火腿
2人推荐
鳕鱼
","准五星商户"
"2","吐司工坊(orchard road)","东南亚菜 新加坡菜 ","7.4","8.1","8.2","49","21封点评","176 Orchard Road ,#B1-02A CentrePoint ,S(238843)
              67344434
        ","2人推荐
半熟鸡蛋
1人推荐
叻沙
","四星商户"
"3","乌敏第一站海鲜","海鲜 ","8.3","8.3","8.4","
        -","23封点评","block 1202 east coast parkway#01-02
              +65-98344439
        ","2人推荐
黑胡椒蟹
1人推荐
酸辣炸鸡
1人推荐
肉沫豆腐
","准五星商户"
"4","密斯湘菜馆","中餐 ","7.7","7.8","7.7","196","57封点评","8/9/10 Mosque Street，Singapore 059488
              +65-62255968
        ","6人推荐
农家小炒肉
6人推荐
剁椒鱼头
3人推荐
辣子鸡
","准四星商户"
"5","星巴克","咖啡厅 面包甜点 ","8.1","8.4","8.4","55","27封点评","新加坡圣淘沙岛新加坡环球影城好莱坞区
              68846765
        ","1人推荐
拿铁中杯
1人推荐
阿华田巧克力蛋糕
","四星商户"
"6","The Coffee Bean & Tea Leaf(cha...","咖啡厅 面包甜点 ","8.2","8.3","7.9","72","20封点评","Changi Airport T3 | Airport Blvd, Singapore 819643, Singapore
              +65-42-3557
        ","4人推荐
冰拿铁
","准五星商户"
"7","乐天皇朝(西城店)","中餐 ","8","8.2","7.7","136","24封点评","3 Gateway Drive | #2-13/14 Westgate
              64659271
        ","9人推荐
皇朝小笼包
2人推荐
宫保鸡丁
2人推荐
杭州炒饭
","四星商户"
"8","旺角点心","中餐 ","8.5","8.1","8.7","102","17封点评","214 Geylang Rd, 新加坡 389274
              +65-84848829
        ","4人推荐
三黄蟹肉粥
2人推荐
凤爪
2人推荐
宫保田鸡
","准五星商户"
"9","老友记海鲜鱼头炉","东南亚菜 新加坡菜 ","8","7.7","8.5","278","19封点评","245 Outram Rd, Singapore 169046
              
        ","2人推荐
黑胡椒螃蟹
2人推荐
麦片虾
1人推荐
馒头
","四星商户"
"10","Shinji by Kanesaka","日本料理 ","8.8","8.6","8.7","
        -","15封点评","76 Bras Basah Rd, 新加坡 189558
              +65-63386131
        ","3人推荐
寿司
1人推荐
海胆
","准五星商户"
"11","莆田餐厅(Tampines Mall)","中餐 东南亚菜 ","8.2","8","8.1","192","22封点评","4 Tampines Central 5, #B1-01/27, S529510
              +65-67812162
        ","5人推荐
莆田卤面
3人推荐
扁肉汤
2人推荐
卤水嫩豆腐
","四星商户"
"12","江南春","中餐 ","8.3","8.5","7.9","790","12封点评","190 Orchard Boulevard
              68317220
        ","1人推荐
素饺
","四星商户"
"13","鼎泰丰(Jem店)","小吃快餐 中餐 ","8","8.3","8","143","23封点评","#02-07, Jem, 50 Jurong Gateway Road
              66941161
        ","5人推荐
酸辣汤
4人推荐
原盅鸡汤
2人推荐
红油抄手
","四星商户"
"14","华庭餐厅","中餐 ","8.6","8.9","8.5","385","17封点评","442 Orchard Road Orchard Hotel Singapore
              67396666
        ","4人推荐
鹅肝水饺
3人推荐
六头鲍
3人推荐
炒河粉
","准五星商户"
"0","D. Bespoke","酒吧 ","8.9","8.9","8.9","362","15封点评","2 Bukit Pasoh Road, Singapore 089816, Singapore
              8141 5741
        ","","准五星商户"
"1","土司工坊(NAFA)","东南亚菜 新加坡菜 ","7.2","8.5","7.8","40","24封点评","80 Bencoolen Street ,B1-17 (Campus 1) ,S(189655)
              +65-63389740
        ","3人推荐
咖椰土司
3人推荐
薏米水
3人推荐
牛油花生土司
","四星商户"
"2","中环正宗香港茶餐厅","茶餐厅 粤菜 ","7.3","7.4","7.5","89","39封点评","新加坡
              
        ","4人推荐
牛筋腩面条
4人推荐
冻奶茶
3人推荐
鱼蛋粉
","准四星商户"
"3","Durian Mpire","面包甜点 ","8.5","8.5","8.5","
        -","12封点评","新加坡樟宜机场2号航站楼  二楼
              65465077
        ","","准五星商户"
"4","Legendary Hong Kong","中餐 ","8.3","8.4","8.6","130","18封点评","63 Jurong West Central 3 #03-80 Singapore
              67941335
        ","3人推荐
丝袜奶茶
2人推荐
叉烧包
2人推荐
豆排骨凤爪
","准五星商户"
"5","Garrett Popcorn Shops(怡丰城店...","面包甜点 ","8.3","8.8","9","53","21封点评","1 Harbourfront Walk, #02-63, 新加坡 098585
              +65-63769523
        ","1人推荐
焦糖夏威夷果爆米花
1人推荐
果仁爆米花
","准五星商户"
"6","保罗(义安城/高岛屋店)","面包甜点 ","8","8.5","7.9","279","38封点评","乌节路391A
              68365932
        ","2人推荐
烤鸡腿
2人推荐
煎鳕鱼
1人推荐
牛角包
","四星商户"
"7","THE SUSHI BAR","日本料理 ","7.7","7.7","8.3","
        -","18封点评","Ngee Ann City, 391 Orchard Road #05-34/35, S238873
              
        ","1人推荐
三文鱼刺身
1人推荐
Bara Chirashi Don
","四星商户"
"8","阿乐酿豆腐(Guoco Tower)","东南亚菜 新加坡菜 ","8.5","8.1","8.5","50","7封点评","7 Wallich St, #B2-22/23/24, 新加坡 078884
              
        ","7人推荐
客家豆腐饭
6人推荐
面煎粿
5人推荐
Meatball Bowl
","准五星商户"
"9","巴黎贝甜","面包甜点 咖啡厅 ","8.5","8.3","8.7","40","25封点评","樟宜机场2号航站楼  一楼
              65420386
        ","5人推荐
酸辣泰式沙拉
3人推荐
BBQ鸡肉沙拉
2人推荐
三文鱼牛油果三明治
","四星商户"
"10","老曾记(international plaza)","小吃快餐 ","7.9","7.9","8.1","25","18封点评","#01-11, International Plaza, 10 Anson Road
              62235107
        ","1人推荐
鸡肉咖喱角
1人推荐
鱼柳串
","四星商户"
"11","StraitsKitchen","自助餐 ","8.7","8.5","8.1","
        -","19封点评","10 Scotts Road，Grand Hyatt SG, Singapore 228211
              67381234
        ","1人推荐
星加坡海南雞飯
","准五星商户"
"12","抹茶館","日本料理 甜点 ","8.1","7.8","7.7","94","26封点评","#B1-39/40/41/42/43/44/45/K1/K6, Orchard Central 乌节中央城, 181 Orchard Rd
              66365830
        ","3人推荐
抹茶冰淇淋拿铁
2人推荐
抹茶提拉米苏
1人推荐
肥牛汤面
","四星商户"
"13","Violet Oon Singapore","娘惹菜 东南亚菜 ","7.7","8.2","7.5","277","17封点评","ION Orchard #03-28/292 Orchard Turn, Singapore 238801
              
        ","3人推荐
kueh pie tee
3人推荐
beef rendang
2人推荐
Dry Laksa
","四星商户"
"14","老街肉骨茶(upper paya lebar ro...","小吃快餐 东南亚菜 ","8.2","8.1","8.8","54","29封点评","534840,新加坡巴耶利巴路上段129
              64388866
        ","11人推荐
肉骨茶
3人推荐
豆花
2人推荐
卤腐竹
","准五星商户"
"0","Tarte by Cheryl Koh","面包甜点 ","8.2","7.8","8.4","93","15封点评","Shaw Centre Level 2#02-12
              +65-62353225
        ","2人推荐
开心果挞
1人推荐
血橙塔
1人推荐
无花果挞
","四星商户"
"1","手義油条豆浆","小吃快餐 ","7.8","7.6","7.6","22","12封点评","爱雍·乌节
              
        ","4人推荐
豆浆
4人推荐
油条
3人推荐
炸年糕
","四星商户"
"2","Wang Dae Bak Korean Bbq Restau...","烤肉 ","7.9","7.8","8.5","228","14封点评","22 Cross Street | #01-64 China Square Central, Singapore 048421, Singapore
              +65-62252646
        ","3人推荐
海鲜饼
2人推荐
lemon sujo
1人推荐
烤鸡肉
","准五星商户"
"3","Ulu Ulu Safari餐厅","自助餐 ","7.2","7.3","7.2","152","29封点评","80 Mandai Lake Road Singapore Night Safari Singapore
              +65-62693411
        ","1人推荐
烤串
","准四星商户"
"4","嘿串串 Hi! Chuan Chuan","中餐 ","8.3","8.2","8.4","174","24封点评","291 South Bridge Road ，058836
              
        ","4人推荐
霸道牛肉
3人推荐
外婆炸酥肉
2人推荐
霸道黄喉
","四星商户"
"5","BOOST Juice bars(ION)","奶茶/果汁 ","8.4","8.4","8.9","33","15封点评","#B4-65, ION Orchard, 2 Orchard Turn
              65091329
        ","2人推荐
双莓bang
","五星商户"
"6","Oppa Korean Grill BBQ","烤肉 ","7.5","7.7","8","98","13封点评","03-10, Jcube, 2 Jurong East Central 1, 609731
              63395841
        ","1人推荐
炸鸡
1人推荐
猪颈肉
","四星商户"
"7","Unagiya Ichinoji","日本料理 ","8.1","8.4","7.9","210","23封点评","30 Robertson Quay, #01-05 Riverside Village Residences, 新加坡 238251
              +65-67321970
        ","1人推荐
茶碗蒸
1人推荐
鳗鱼丼饭
","四星商户"
"8","The Other Room","酒吧 ","8.4","8.5","8.6","
        -","12封点评","新加坡Orchard路320号 新加坡唐购物中心万豪酒店内
              +65-83006085
        ","","准五星商户"
"9","Toastbox","小吃快餐 ","8.6","8.6","8.3","42","17封点评","1 Raffles Boulevard
              62856116
        ","1人推荐
奶茶
","四星商户"
"10","武林山庄","中餐 ","8.1","8.3","7.7","102","34封点评","57, Temple Street, Singapore 058602
              +65-01062233588
        ","4人推荐
大力丸
2人推荐
五罗轻烟掌
2人推荐
雪山飞狐
","四星商户"
